exam-52071.doc,1. 「一、各王侯可以自行決定其統治區內的臣民信仰；二、新教可以保留在1552年以前握有的教會財產；三、羅馬教會的主教改變信仰時須放棄其教區；四、除路德教派外，禁止其他教派。」以上條款規定於那一條約或法案？ ,"['權利法案 ', '西發里亞和約 ', '奧古斯堡和約 ', '沃爾姆斯宗教協定。']",(C)
exam-52071.doc,2.	以下關於戰爭及其影響的配對，何者符合事實？　,"['伯羅奔尼撒戰爭：波斯征服希臘世界\u3000', '赤壁之戰：曹操完成中國統一 ', '英法百年戰爭：戰後兩國俱成焦土，遭西班牙占領 ', '三十年戰爭：宗教寬容獲得承認，近代外交原則建立。']",(D)
exam-52071.doc,3.	1618年，神聖羅馬帝國皇帝的兩名特使在進行宗教談判時，被對手依照懲罰叛國者的習俗，從窗口拋出落入壕溝，成為接下來為哪場戰爭的導火線？ ,"['百年戰爭 ', '三十年戰爭 ', '玫瑰戰爭 ', '西班牙王位繼承戰爭。']",(B)
exam-52071.doc,4.	他有「天上哥倫布」之稱，也是把望遠鏡望向天空的第一人；他發現太陽黑子和銀河，推翻亞里斯多德「天體是完美球體」的理論，並且證明「日心說」的正確。請問這人是 ,"['克卜勒 ', '伽利略 ', '牛頓 ', '哥白尼。']",(B)
exam-52071.doc,5.	宗教改革之後新教教派紛立，其中那一派的教義主張在世間努力工作以光耀神，受到工商業者的歡迎？ ,"['路德派 ', '喀爾文派\u3000', '英國國教派 ', '耶穌會。']",(B)
exam-52071.doc,6.	他雖是啟蒙運動的代表人物之一，但卻不強調絕對理性。他認為道德的基礎是良感而非理性，要求人追尋更深的宗教經驗。因此他既是啟蒙時代的反動者，也是浪漫主義的先驅。請問他是？ ,"['伏爾泰 ', '洛克 ', '孟德斯鳩 ', '盧梭。']",(D)
exam-52071.doc,7.	亞當．斯密被譽為經濟學之父，他的主張被後來的學界稱為「古典經濟學」。以下敘述中，何者符合其大作《國富論》的立場？　      ,"['個人在追求自身最大利益的同時，也提高了社會的整體福利 ', '社會的財富僅限於土地，而且無法創造更多的財富 ', '經濟研究的重點應該在於整體國民經濟，由政府來主導各類事務，以期經濟資源與國民勞務能充分利用\u3000', '解放工人階級的工作必須由工人階級自己來克服。']",(A)
exam-52071.doc,8.	明末士大夫徐光啟受耶穌會傳教士影響而受洗為基督徒，並曾對基督宗教下一評語：「余嘗謂其教必可補儒易佛，而其緒餘更有一種格物窮理之學。」此語反映出何種歷史現象？ ,"['耶穌會傳教士將宗教與學術研究相結合，此種傳教策略相當成功 ', '天主教傳入中國後改變中國文化的本質 ', '宗教改革後教士重新評價東方的文化和宗教 ', '新教教義有助於科學研究的進展。']",(A)
exam-52071.doc,9.	「某部書籍完成於『三十年戰爭』時，它顯示宗教戰爭對於近代歐洲列國與國際秩序的影響」，請問此書名是 ,"['愚人頌 ', '論法的精神 ', '戰爭與和平法 ', '九十五條論證。']",(C)
exam-52071.doc,10.請問明代以後，中國糧食生產量增加的主因是什麼？ ,"['可耕地增加而人口未增 ', '大規模動亂的減少 ', '繁殖力強之新作物的引進 ', '西方機械化農耕技術的引進與推廣。']",(C)
exam-52071.doc,11.一位歷史人物說：「自然及其法則晦隱不明；上帝說，待牛頓出，乃得闡微發覆。」這是說明牛頓的什麼貢獻？ ,"['提出「歸納法」，作為研究科學的普遍法則 ', '使科學不再是神學之附庸 ', '將宇宙萬象納入機械法則中 ', '將理性的原則延伸至啟蒙運動。']",(C)
exam-52071.doc,12.學者指出，有間公司，在十五、十六世紀時經常處理教會的財經業務，並在中歐一帶代理「大赦」(贖罪券)的銷售，甚至資助查理五世競選神聖羅馬帝國皇帝，因此取得美洲開礦的特權。這間公司是 ,"['荷蘭聯合東印度公司 ', '英國聯合東印度公司 ', '麥地奇銀行 ', '富格爾銀行。']",(D)
exam-52071.doc,13.「宗教改革」與「科學革命」是促使西方更進一步發展的兩件大事，二者均加強西方文化中的何種精神？ ,"['反抗權威，肯定個人能力 ', '強調理性，反對任何宗教熱忱 ', '相信理性、科學可以為人類找到永恆的真理 ', '相信認識上帝是體悟真理的唯一途徑。']",(A)
exam-52071.doc,14.十六〜十七世紀歐洲流行重商主義，各國王室普遍認為財富就是囤積貴重金屬，因此中南美洲的黃金白銀不斷地流入歐洲；尤其是流入某國，導致此國物價上漲，連稅收也改成徵銀。請問某國最可能是 ,"['美國 ', '印度 ', '中國 ', '菲律賓。']",(C)
exam-52071.doc,15.十八世紀時，歐洲流行「沙龍」(salon)文化，此一風潮的具體表現為何？ ,"['對中國文化的狂熱與研究 ', '文人哲士於聚會中探討各種問題 ', '女權運動與女性意識的興起 ', '評鑑並創作藝術作品。']",(B)
exam-52071.doc,16.十六、十七世紀，毛織業成為英國的主要生產事業，對羊毛需要量急劇增加。於是，富豪、地主使用暴力或退佃方法把農民從土地上趕走，然後把土地圈圍起來變為牧場，從事大規模的牧羊活動。此一史實反映當時英國農村的那一項變動？　,"['以土地為資產的貴族放棄土地而另謀出路\u3000', '資本主義的經濟影響農村生產，農村逐漸脫離中古以來自給自足的經濟型態\u3000', '強而有力的中央政府直接控制農村，君主權力逐漸凌駕國會之上\u3000', '農村人口大量減少，貴族失去經濟優勢，轉向城市發展商業。']",(B)
exam-52071.doc,17.歐洲許多博物館裡，收藏了不少中國古瓷器，如青花瓷、彩瓷。上面除了有中國的圖像，也有不少當時歐洲的景象。試判斷這些瓷器西傳與下列那一事件發生在同一時期？ ,"['景教東傳 ', '馬可波羅東來 ', '耶穌會士東來 ', '一戰與二戰間的「戰間期」。']",(C)
exam-52071.doc,18.以下是關於倫敦的一段敘述：「猶太人的咖啡店裡，從威尼斯與阿姆斯特丹來的深色眼睛的人，互相地打著招呼並兌換錢幣；在天主教的咖啡店裡，新教徒相信耶穌會的會員在喝咖啡時是在計畫另一場大火，並鑄造銀彈來射擊國王。」這段敘述不應該早於何時？　,"['十六世紀初 ', '十七世紀末 ', '十八世紀初 ', '十八世紀末。']",(A)
exam-52071.doc,19.比較培根與笛卡兒的成就，二者最大的差異點是什麼？ ,"['歷史發展解釋的不同 ', '知識建立過程的分歧 ', '在科學史的地位高低 ', '重理論與重應用的差別。']",(B)
exam-52071.doc,20.宗緯去電影院欣賞盧貝松執導的〈聖女貞德〉，這部影片的時代背景應該是 ,"['十字軍東征 ', '英法百年戰爭 ', '西班牙無敵艦隊征英 ', '三十年戰爭。']",(B)
exam-52071.doc,21.十七世紀中至十九世紀中的兩百年間，對日本影響最大的西方國家是 ,"['英國 ', '荷蘭 ', '葡萄牙 ', '西班牙。']",(B)
exam-52071.doc,22.有一國家的統治者實施開明專制，積極支持地主階級，使他們成為國家的中堅；選拔優秀人才進入政府服務，形成有效率的文官集團。國家又建立強大的陸軍，逐漸發展成為強權。這個國家應是 ,"['彼得大帝時的俄羅斯 ', '明治維新以後的日本 ', '腓特烈大帝統治下的普魯士 ', '張居正主政的中國。']",(C)
exam-52071.doc,23.十六世紀時，英國的國王也推行宗教改革運動，以下何者為其改革的重點？ ,"['提出〈九十五條論證〉 ', '否定教宗的權威 ', '廢除了主教制度 ', '實施政教分離。']",(B)
exam-52071.doc,24.科學革命時代是歐洲歷史的轉捩點，此時期約當中國的何時？ ,"['唐末宋初 ', '宋元之際 ', '明末清初 ', '清末民國初。']",(C)
exam-52071.doc,25.林羅山是十七世紀日本的知名儒學家，他曾為幕府將軍德川家康講學，並帶動王公貴族學習儒家思想的風氣。他曾說：「人除了把握現實生活、為主盡忠、為父母盡孝外，別無他途可尋。」從這句話來看，林羅山為幕府所重的主因為何？　,"['其說可以帶動學術研究風氣\u3000', '其說可使中日維持良好關係\u3000', '其說對穩定社會倫理有所助益\u3000', '其說可使日本代替中國為儒家思想重鎮。']",(C)
exam-52071.doc,26.霍布斯和洛克的政治思想都被公認是合乎科學方法，因為他們的思考方式都具有下列那一種特點？ ,"['解決了社會起源的問題 ', '反對政府的絕對權威，嚴厲地批判政府 ', '肯定自由及財產的重要 ', '要建立人類行為及政治活動的普遍準則。']",(D)
exam-52071.doc,27.簽定《西發利亞條約》後，鏊戰三十年的宗教戰爭終告落幕，雖然歐洲人在這場戰爭裡慢慢的學會宗教寬容這件事，但這一場長期的戰爭卻也造成何地的凋零，重創了該地的經濟與社會？ ,"['義大利 ', '西班牙 ', '法國 ', '神聖羅馬帝國。']",(D)
exam-52071.doc,28.臺灣開港後來臺的傳教士以長老教會為大宗，請問該教會為基督新教的哪一支派所產生？ ,"['胡斯教派 ', '喀爾文教派 ', '英國國教派 ', '路德教派。']",(B)
exam-52071.doc,29.孟德斯鳩主張「三權分立」，其主要用意為何？ ,"['使人民有權推翻專制的政府 ', '防止權力濫用以保障人民的天賦人權 ', '使全民都能參與政治 ', '使人們放棄自己的權利，交託給強而有力的統治者。']",(B)
exam-52071.doc,30.西班牙為地理大發現後的早期殖民帝國之一，關於其商業發展與擴張，以下何者正確？ ,"['殖民地全在中南美洲 ', '帶動了麥地奇銀行家族的發達 ', '使歐洲出現了「物價革命」 ', '以東印度公司為核心的向外擴張。']",(C)
exam-52071.doc,31.以下哪些戰爭與英國有關？ ,"['百年戰爭 ', '玫瑰戰爭 ', '三亨利之戰 ', '三十年戰爭。']","(A,B)"
exam-52071.doc,32十六世紀下半葉，荷蘭人從土耳其輾轉引進鬱金香，而後掀起培植和搶購新品種的狂熱，加上有心人士的炒作，許多人因此一夕致富。但在1637年，鬱金香的花價崩盤(跌幅超過99%)，許多人面臨破產與身敗名裂的窘境。這些現象，反映了當時荷蘭及歐洲文明的那些特徵？ ,"['農業種植由糧食作物轉為利潤高的經濟作物\u3000', '農業技術與商業文明的結合\u3000', '資本主義逐漸成形，人們著重投資，以謀利為主 ', '民族主義高漲，荷蘭人熱愛自己的國花。']","(A,B,C)"
exam-52071.doc,33.到了十六世紀末，歐洲社會存在著那些現象？ ,"['信仰自由已經成為共識\u3000', '女巫迫害仍相當嚴重\u3000', '金銀的供應量較前一世紀有明顯提升\u3000', '只有少數人理解新的科學成果。']","(B,C,D)"
exam-52071.doc,34.牛頓曾說：「我之所以有今天的成就，是因為我站在巨人的肩膀上，所以能看得更高，望得更遠。」他所謂的巨人是指下列何人？　,"['波以耳 ', '托勒密 ', '伽利略 ', '克卜勒。']","(C,D)"
exam-52071.doc,35.以下的各項學說，那些是屬於啟蒙運動思想家的？ ,"['反對的只是教會組織，但仍然認為宗教是人類的終極希望 ', '自由、平等是天賦人權 ', '理性主義：以理性為依歸，不盲從傳統或既有的權威\u3000', '人類必須有追求言論與表達思想的自由。']","(B,C,D)"
exam-52137.doc,1、中世紀以來那一個地點是基督徒朝聖的主要目的地？,"['巴格達', '君士坦丁堡', '耶路撒冷', '羅馬']",(C)
exam-52137.doc,2、自從那一帝國滅亡之後，歐洲商業走向蕭條之狀，之後伊斯蘭教徒控制地中海，東西貿易更受到嚴重之打擊，西方歐洲實際已經變成封閉的農業社會？,"['西羅馬帝國', '查理曼帝國', '東羅馬帝國', '神聖羅馬帝國']",(A)
exam-52137.doc,3、一位聰明人對自己說：「看啊！我已經發現了一個偉大的真理，我必須把自己的知識告訴別人。」一旦他能在那裡聚集起幾個聽眾，他便開始不辭辛勞的、不吝口舌地傳布他的思想，某日天公不作美，老師講在興頭上，突然下起雨來；於是學生意猶未盡地轉移至某地下室繼續講演，這就是那一組織的起源？,"['行商', '沙龍', '大學', '商幫']",(C)
exam-52137.doc,4、「在消失數百年後，商業再度獲得新的生命。首先是東西方的國際貿易，……商業復甦的結果，是城市生活的發展和中產階級的興起。」請問以下那個解讀較適當？,"['所描述的是中古前期歐洲經濟、社會的發展狀況', '所描述的是中古後期歐洲商業復甦影響城市興起', '東西方的國際貿易，是指歐洲人繞過好望角與東方貿易', '文中的中產階級，主要是指莊園的領主']",(B)
exam-52137.doc,5、教宗烏爾班二世在會議上向聚集在場外的大批聽眾作了著名的演說：「你們登上參拜聖墓的征途吧！把聖地從邪惡的民族手裡奪回來……凡這裡過著悲慘和貧窮生活的人，到那裡就可以富裕了。」聽眾一致高呼：「上帝的意旨！上帝的意旨！」請問文中所指「登上參拜聖墓的征途」應是指,"['十字軍東征', '英法百年戰爭', '美國獨立戰爭', '三十年戰爭']",(A)
exam-52137.doc,6、美洲本土文明毀滅的原因與那件事件有關連？,"['文藝復興', '蒙古西征', '十字軍東征', '哥倫布發現新大陸']",(D)
exam-52137.doc,7、美洲有一個古代民族，以玉米為主食，飼養火雞與狗，用以食肉，其文明發展以宗教為重心，留下許多雄偉的梯形金字塔式的祭壇，其文字系統甚為奇特，是由許多不同的神明和鬼怪的頭像做符號組成，是一種象形文字，而且使用二十進位的數學，這個民族創造的文明是？,"['馬雅文明', '印加文明', '阿茲特克文明', '埃及文明']",(A)
exam-52137.doc,8、埃及最偉大的建築物是金字塔，中南美洲馬雅文明或是阿茲特克文明亦有金字塔的建築物，請問其蓋金字塔的目的為何？,"['宗教信仰', '政治目的，證明國君的統治力', '經濟目的，解決過多的勞動力', '軍事目的，展現國力']",(A)
exam-52137.doc,9、鄭和與哥倫布都是人類史上重要的航海家，哥倫布開啟了歐洲人的視野，而鄭和下西洋卻未能擴張中國人對海洋事業的吸引力，主要原因為？,"['鄭和下西洋只帶著濃厚的政治目的，哥倫布的航海事業則帶著強烈的好奇心', '明成祖支持鄭和下西洋的行動，但是成祖之後的皇帝則不支持此航海事業，因為耗費太多國力；哥倫布發現新大陸之後，從中南美洲獲取不少利益，反而激起歐洲各國競相參與的野心', '因為倭寇之亂及東北地區女真的崛起導致鄭和下西洋的事業被迫終止，反觀哥倫布的航海事業則是由西班牙王室不斷支持\u3000', '東林黨爭使鄭和成為政爭之下的犧牲者，哥倫布則由王室大力贊助一切開銷']",(B)
exam-52137.doc,10、十七世紀初歐洲最大的貿易公司為荷蘭聯合東印度公司，他在亞洲何地建立其東方總部？,"['印度的孟買', '印尼的雅加達', '印度的加爾各達', '越南的交阯']",(B)
exam-52137.doc,12、明太祖朱元璋本人因出身卑微，在性格方面出現雙重人格，對待老百姓是親民愛民的形象；但是對待大臣，則是不留任何情面，他的何種手段是折辱士人的？,"['黨錮', '文字獄', '薙髮令', '以八股文應試']",(B)
exam-52137.doc,13、「泰姬馬哈陵」是印度重要的觀光景點，「泰姬馬哈陵」的名稱取自「慕塔芝‧馬哈」皇后頭銜，意思是「思念馬哈」。慕塔芝‧馬哈皇后與當時的君王結褵十九年，生育十四個子女，1630年在生產後就去世，臨終前要求君王不得再娶。請問這位國君是誰？,"['阿克拜', '巴卑爾', '沙賈汗', '帖木兒']",(C)
exam-52137.doc,14、他原是農夫之子，因生性機敏，深受織田信長的信任，織田信長逐漸提拔他成為一名優秀之統帥。在織田信長遇刺之後，他以優異之手腕，迅速平定群雄之爭，成為完成日本統一的第一人。他是？,"['德川家康', '明智光秀', '豐臣秀吉', '武田信玄']",(C)
exam-52137.doc,15、日本史上的那次變革企圖將中國制度移植至日本之內？,"['大化革新', '明治維新', '大正民主', '立憲運動']",(A)
exam-52137.doc,16、十世紀時，一位阿拉伯學者到西歐去旅遊考察。他對西歐的觀感，最可能是下列哪一項？,"['對西歐的大學林立感到驚訝', '對統一西歐的強大政權印象深刻', '對西歐經濟和城市的繁榮讚賞不已', '對西歐的落後和民俗鄙陋大加批評']",(D)
exam-52137.doc,17、「國家的利益高於一切。為此，我們可以用盡一切手段來維持政治權力與國家的利益，道德和宗教規範都是不切實用的。」這是文藝復興時代，何人提出的觀念？,"['洛克', '盧梭', '孟德斯鳩', '馬基維利']",(D)
exam-52137.doc,18、下列哪件事情不能算是十字軍發動以後，基督教在歐洲及近東的擴張？,"['條頓騎士團在東北歐的活動', '地中海東岸出現若干個拉丁封建王國', '英法百年戰爭', '西班牙將伊斯蘭教逐出伊比利半島']",(C)
exam-52137.doc,19、十一世紀末以後，歐洲某一地區的商人自英國進口羊毛，製成羊紡品後又銷往英國，獲利極豐。紡織業加上原有的農牧業帶動了該地區的經濟發展：境內的各種手工業、商業及銀行業都開始興盛，城鎮居民的社會力量日益增高。試判斷這應是指哪一地區？,"['法蘭德斯', '義大利北部', '西班牙', '日耳曼地區']",(A)
exam-52137.doc,20、隨著新舊大陸的互動往來，哪一種原屬於美洲的風土疾病竟在歐洲大陸流行，造成極大的困擾？,"['天花', '傷寒\u3000', '麻疹', '梅毒']",(D)
exam-52137.doc,21、麻六甲的山丘上，有著十六世紀留傳下來的一座教堂和一些西方式的建築，從歷史背景推測，它們應是什麼人興建的？,"['葡萄牙人', '西班牙人', '荷蘭人', '英國人']",(A)
exam-52137.doc,22、關於拉丁美洲三大古文明特色的敘述，何者說明較為正確？,"['三大文明皆歷史悠久', '均有進步的文字，詳細記載他們的歷史', '宗教在其社會裡均占有極重要的地位', '全都在十六世紀上半葉被西班牙人先後滅亡']",(C)
exam-52137.doc,23、西元十六世紀時，歐洲物價大幅上揚，這場物價革命最主要的起因為何？,"['貴族大量拋售土地', '黑死病折損大量人口', '工商業者蓄意哄抬物價', '美洲白銀大量流入歐洲']",(D)
exam-52137.doc,24、西元十一世紀以後，歐洲商人急於打通東方貿易的主要原因為何？,"['歐洲遭逢黑死病的侵襲，需要東方藥物的支援', '歐洲中央集權的強國與伊斯蘭國家合作，拓展在近東的疆域', '歐洲出現了強大的民族國家，王室支持商人發展貿易，以充裕國庫', '歐洲商業復甦，城巿興起，對東方貨物有一定的需求']",(D)
exam-52137.doc,25、西元十六世紀時，葡萄牙王室為了獨占東方海上貿易，在何處設「東印度總督」，強化對亞洲海域的掌控，確保珍貴商品的壟斷？,"['澳門', '麻六甲', '東印度群島', '印度']",(D)
exam-52137.doc,26、「中古時代，他在中亞的撒馬爾罕設立國都，除了經營壯麗堂皇的宮殿之外，還建造許多伊斯蘭寺院和教育設施，加上各地優秀工匠聚集於此，使國都工商業非常繁盛。」請問：此位統治者是誰？,"['成吉思汗', '忽必烈', '窩闊臺', '帖木兒']",(D)
exam-52137.doc,27、「儘管塞爾柱土耳其人最後成功奪回巴勒斯坦的控制權，他們的力量卻因不斷地與十字東作戰而被消耗。除此，他們也受到暗殺團（伊斯蘭教的異端宗派）的活動所威脅就在這個精疲力竭和虛弱的時期裡，他們在入侵者的攻擊下驟然崩潰。巴格達在1258年淪陷於入侵者之手，而塞爾柱人的帝國也告消失。」請問：這段文字中的入侵者為何？,"['鄂圖曼人', '波斯人', '蒙古人', '阿拉伯人']",(C)
exam-52137.doc,28、中國和日本一樣，在遭受西方商業和基督教的直接衝擊後，先是接受調適，最後卻將之驅離，閉關自守。請問：有關這兩國面臨這段過程的敘述，何者說法錯誤？,"['最先到達中國和日本的，都是葡萄牙人', '鎖國並非全都不對外開放，像日本就准荷商在長崎活動，而英國人要到中國貿易，只能透過廣州行商代理', '中國閉關自守的時間比日本早', '兩國閉關自守的局面全都在十九世紀中葉被打開，英艦迫使中國開放通商，美艦則強行闖入浦賀港']",(C)
exam-52137.doc,31、以下哪些是中世紀時的學校機構？,"['英國皇家學會', '學術基爾特', '主教座堂學校', '巴黎大學']","(B,C,D)"
exam-52470.doc,2. （　）西元　1940　年邱吉爾對英人說：「我們將再度證明我們能保衛我們的家，挺過戰爭的驚濤駭浪……即使巨大的歐洲土地和許多古老而聲威素著的國家都垮了臺……我們將支持到底……我們永不投降。」邱吉爾此話的背景是　,"['姑息主義英法懦弱的表現，英人感到屈辱\u3000', '珍珠港事變，士氣大衰\u3000', '德國對倫敦實行疲勞轟炸，英國情勢危急\u3000', '德蘇大戰爆發，美國武器供應源源不絕。']",(C)
exam-52470.doc,3. （　）西元　1933　年德國納粹黨希特勒取得政權，任內閣總理，實行極權專制；希特勒取得政權的方式是　,"['非法的，是他發動政變強取的\u3000', '合法的，納粹躍居全國第一大黨，根據憲法，他理應出來組閣\u3000', '非法的，他發動五萬黨徒進軍柏林脅迫搶奪的\u3000', '合法的，為因應經濟蕭條，總統特別情商請出希特勒助德度過難關。']",(B)
exam-52470.doc,4. （　）一次世界大戰後，全世界面臨著「世界經濟大恐慌」的挑戰，美、英、法等國仍保持原有的民主政治；但德、義、日三國卻走上獨裁之路，其原因是　,"['美、英、法為民主國家，政權操在國會手中，不可能走向獨裁之路\u3000', '德、義、日三國均為君主政體，憲政體制很容易為君王破壞\u3000', '英、美、法經濟條件較德、義、日好，且擁有廣大的國內市場和殖民地，較容易以經濟方式解決困境，德、義、日則只好用政治方式解決經濟困境\u3000', '德、義、日政治實權操在軍人手中，軍方握有決定內閣的人事權。']",(C)
exam-52470.doc,5. （　）二次世界大戰後，世界形勢最重大的變化表現在哪一方面？,"['歐洲勢力在戰爭中受到嚴重削弱\u3000', '美國成為資本世界頭號強國\u3000', '蘇聯在政治軍事上成為唯一能與美國抗衡的國家\u3000', '美、蘇兩極格局取代以歐洲為中心的國際關係格局。']",(D)
exam-52470.doc,6. （　）有一份資料記載著：八路軍由原來不到五萬人，擴充到五十多萬人；新四軍由一萬人擴充到十一萬人；控制的縣市由五十多個，擴充到五百九十個。這份資料可以解讀為　,"['中共擅長對日抗戰\u3000', '中共擅長在敵後游擊區作戰\u3000', '中共利用八年抗戰期間積極發展勢力\u3000', '「新四軍事件」後，中共得到全國人民的同情。']",(C)
exam-52470.doc,7. （　）美蘇冷戰期間，雙方在歐洲的對峙是以一種怎樣的形式出現？　,"['體育結盟：美國←→蘇聯\u3000', '經濟結盟：歐洲共同市場←→東歐經濟聯盟\u3000', '文化結盟：東正教文明←→基督教文明\u3000', '軍事結盟：北大西洋公約組織←→華沙公約組織。']",(D)
exam-52470.doc,8. （　）八年抗戰初期，曾受日本人誘惑，在南京建立傀儡政權的人是　,"['汪兆銘\u3000', '溥儀\u3000', '曹汝霖\u3000', '張學良。']",(A)
exam-52470.doc,10. （　）二次大戰後，有位政治家即指出「從波羅的海的斯德丁到亞得里亞海邊的里雅斯特，一幅縱貫歐洲大陸的鐵幕已經降下，……假如西方民主國家能堅持《聯合國憲章》的理念，團結合作，他們將可使任何國家都不敢破壞聯合國的規範。但如果西方國家無法團結或善盡這個職責，讓這個重大時刻消逝，那麼災難將降臨到我們全體。」請問，他所擔憂的是什麼樣的國際情勢發展？　,"['德國對東歐的威脅\u3000', '日本在亞太的崛起\u3000', '義大利對衣索比亞的侵略\u3000', '蘇俄在東歐的擴張。']",(D)
exam-52470.doc,11. （　）英法兩國部分政治家為何對德國併吞奧國、占領蘇德臺區的作為，認為並非純屬侵略行為；但對德國的進攻波蘭卻認為是侵略行為，而對德宣戰。這種對同是「侵略他國」的行為，卻有著不一致看法的主要思維根據是　,"['民族自決主張\u3000', '政治實力的消長\u3000', '經濟力量的大小\u3000', '均衡觀念的改變。']",(A)
exam-52470.doc,12. （　）老師舉某國為例，說明二次大戰後世界情勢的發展，在黑板上列舉了三項該國的特色，分別是「俄國在西半球的第一個基地」、「冷戰危機引爆點」、「堅持延續社會主義路線」，老師所敘述最可能是哪個國家？,"['北韓', '智利', '德國', '古巴。']",(D)
exam-52470.doc,14. （　）史家描述第二次世界大戰中各國領袖的性格：邱吉爾「有想像力但不穩定」，羅斯福「天真而喜歡喊口號」，他們並不比「往往情緒失常而暴怒」的希特勒更明智。對於這種說法，以下理解何者較為適當？　,"['這位史家的說法是對歷史事實的客觀陳述，可以採信\u3000', '這個說法只是這位史家的片面的主觀意見，不足採信\u3000', '這是史家從特定角度評論歷史人物的結果，可以作為參考\u3000', '可見當時各國領導人都不明智，因而掀起第二次世界大戰。\u3000']",(C)
exam-52470.doc,17. （　）美國與蘇聯的崛起是二十世紀的大事，雙方歷經衝突、冷戰、和平談判，直到蘇聯瓦解。綜觀兩國的外交史，有歷史學家曾對某一事件下了如下註解：「蘇聯外交成功的最高點，相對地，也是美國姑息政策的最高峰。」請問他應是討論哪一事件？　,"['雅爾達會議\u3000', '韓戰\u3000', '越戰\u3000', '911危機。\u3000']",(A)
exam-52470.doc,18. （　）為了對抗共黨勢力在亞洲的擴張，以美國為主導，與東亞及東南亞地區的若干國家成立了集團安全體系，時間是在　,"['中共控制大陸以後，韓戰爆發以前\u3000', '韓戰爆發以後，美國參加越戰以前\u3000', '美國參加越戰以後，共黨控制越南、柬埔寨、寮國以前\u3000', '共黨控制越南、柬埔寨、寮國以後，美國承認中共政權以前。\u3000']",(B)
exam-52470.doc,19. （　）在第二次世界大戰結束後，德國被分成東德與西德的原因是什麼？　,"['德國曾挑起兩次世界大戰，聯合國為避免德國再啟戰端，決定加以瓜分\u3000', '冷戰期間，美、英、法三國與蘇聯在德國領土對峙的結果\u3000', '國內納粹陣營與反納粹陣營之間的內戰造成國家分裂\u3000', '國內的兩大民族日耳曼民族與斯拉夫民族衝突，造成國家分裂。\u3000']",(B)
exam-52470.doc,20. （　）一位年輕旅行者敘述自己的生活經驗：「小時候，每天走過一個廣場上學，可以看到馬克思與列寧的銅像，後來銅像拆了，國歌換了，就連使用的錢也改了。原本哪裡都不可以去，現在可以在世界各地旅行。倒是最近又換了一種錢，還不太適應。」根據你的歷史知識，這位年輕旅行者最可能來自哪裡﹖　,"['東德\u3000', '美國\u3000', '北韓\u3000', '日本。']",(A)
exam-52470.doc,21. （　）《國家地理雜誌》於　2003　年　7　月有一篇報導：「有一場戰爭拆散了超過七百萬人的家庭，其中許多人在戰爭期間逃往南方，自　1953　年起，交戰雙方切斷了郵件、電話和旅遊等所有往來，直到　2000　年，一場歷史性高峰會議後，才有一千二百個家庭經歷了悲喜交集的短暫團聚，另外還有超過十萬個家庭列在等候名單中。……」請問這應是下列哪一場戰爭所造成的悲劇？　,"['韓戰\u3000', '波斯灣戰爭\u3000', '越戰\u3000', '以阿戰爭。\u3000']",(A)
